Location,Traffic Volume,Passenger Count,Noise Level,Average Speed,PM2.5 Level,AQI,Day of the Week,Time of the Day
Connaught Place,1332.0,7992.0,19.98,35.0,66.6,133.0,Monday,Midnight
Rohini,506.0,19953.552766085388,7.59,38.0,20.24,40.0,Sunday,Afternoon
Dwarka,2141.0,19269.0,42.05930812030075,28.0,107.05,214.0,Tuesday,Afternoon
Vasant Kunj,1317.0,9219.0,19.755,36.0,65.85,197.0,Monday,Midnight
Saket,518.0,4144.0,9.324,37.0,20.72,62.0,Wednesday,Afternoon
Chandni Chowk,1483.0,8898.0,26.694,36.0,88.98,177.0,Monday,Midnight
Dwarka,699.0,2097.0,11.184,39.0,27.96,27.0,Monday,Midnight
Chandni Chowk,956.0,19953.552766085388,16.252,37.0,57.36,57.0,Thursday,Afternoon
Rohini,853.0,15360.0,13.648,26.61385840973997,42.65,127.0,Thursday,Midnight
Vasant Kunj,3671.0,36710.0,58.736,20.0,220.26,440.0,Tuesday,Morning
Saket,1468.0,1468.0,24.956,36.0,165.9120510894065,58.0,Friday,Midnight
Vasant Kunj,3453.0,31077.0,55.248,21.0,207.18,621.0,Sunday,Evening
Karol Bagh,4356.0,17424.0,74.052,16.0,348.48,696.0,Friday,Night
Chandni Chowk,3354.0,46956.0,53.664,24.0,234.78,704.0,Friday,Evening
Rohini,1388.0,4164.0,24.984,26.61385840973997,83.28,166.0,Monday,Midnight
Karol Bagh,4783.0,38264.0,86.094,10.0,334.81,669.0,Friday,Morning
Lajpat Nagar,2792.0,25128.0,41.88,28.0,167.52,335.0,Wednesday,Evening
Lajpat Nagar,3928.0,47136.0,58.92,19.0,274.96,399.59022556390977,Thursday,Morning
Pitampura,2769.0,5538.0,44.304,26.0,166.14,332.0,Saturday,Morning
Rohini,2096.0,12576.0,31.44,30.0,104.8,314.0,Tuesday,Evening
Connaught Place,670.0,10050.0,10.05,39.0,165.9120510894065,40.0,Thursday,Afternoon
Karol Bagh,1034.0,9306.0,16.544,36.0,41.36,82.0,Wednesday,Afternoon
Vasant Kunj,949.0,1898.0,42.05930812030075,39.0,47.45,142.0,Monday,Midnight
Pitampura,3074.0,30740.0,52.258,21.0,184.44,368.0,Friday,Morning
Lajpat Nagar,3834.0,46008.0,65.178,18.0,268.38,805.0,Tuesday,Night
Vasant Kunj,4063.0,19953.552766085388,60.945,16.0,325.04,650.0,Tuesday,Afternoon
Dwarka,1274.0,14014.0,19.11,35.0,63.7,63.0,Friday,Midnight
Chandni Chowk,501.0,3006.0,7.515,40.0,20.04,60.0,Wednesday,Afternoon
Saket,1698.0,10188.0,25.47,33.0,101.88,101.0,Wednesday,Evening
Pitampura,1388.0,8328.0,22.208,36.0,69.4,69.0,Sunday,Midnight
Vasant Kunj,1372.0,16464.0,24.696,34.0,68.6,205.0,Tuesday,Afternoon
Pitampura,1646.0,19953.552766085388,29.628,31.0,98.76,197.0,Wednesday,Evening
Saket,2950.0,5900.0,50.15,26.0,206.5,399.59022556390977,Saturday,Morning
Vasant Kunj,664.0,8632.0,9.96,37.0,33.2,33.0,Friday,Midnight
Rohini,4846.0,58152.0,77.536,11.0,339.22,678.0,Tuesday,Morning
Karol Bagh,3583.0,14332.0,42.05930812030075,17.0,214.98,644.0,Monday,Night
Chandni Chowk,4182.0,29274.0,66.912,15.0,292.74,585.0,Wednesday,Morning
Dwarka,3560.0,49840.0,64.08,18.0,249.2,498.0,Sunday,Night
Lajpat Nagar,1249.0,6245.0,19.984,34.0,49.96,49.0,Friday,Afternoon
Vasant Kunj,4387.0,8774.0,65.805,15.0,350.96,701.0,Wednesday,Morning
Karol Bagh,568.0,3976.0,9.656,40.0,34.08,68.0,Friday,Midnight
Dwarka,2394.0,11970.0,43.092,30.0,95.76,399.59022556390977,Sunday,Afternoon
Lajpat Nagar,3327.0,19953.552766085388,56.559,28.0,199.62,399.0,Monday,Morning
Pitampura,733.0,19953.552766085388,11.728,26.61385840973997,43.98,131.0,Sunday,Midnight
Vasant Kunj,1184.0,8288.0,42.05930812030075,36.0,71.04,399.59022556390977,Wednesday,Midnight
Lajpat Nagar,1057.0,1057.0,15.855,36.0,52.85,158.0,Sunday,Midnight
Karol Bagh,4390.0,43900.0,79.02,14.0,351.2,399.59022556390977,Tuesday,Night
Pitampura,558.0,4464.0,8.928,38.0,33.48,100.0,Tuesday,Afternoon
Vasant Kunj,4891.0,34237.0,73.365,13.0,391.28,782.0,Saturday,Night
Karol Bagh,4318.0,60452.0,73.406,16.0,302.26,604.0,Friday,Night
Connaught Place,3802.0,22812.0,68.436,18.0,228.12,456.0,Thursday,Morning
Mayur Vihar,2564.7330928764654,10428.0,13.904,38.0,52.14,52.0,Monday,Afternoon
Connaught Place,1297.0,7782.0,42.05930812030075,35.0,77.82,233.0,Friday,Afternoon
Mayur Vihar,4720.0,37760.0,75.52,10.0,330.4,660.0,Tuesday,Morning
Dwarka,4180.0,8360.0,75.24,15.0,334.4,1003.0,Thursday,Morning
Connaught Place,3266.0,45724.0,48.99,23.0,195.96,391.0,Monday,Night
Chandni Chowk,4663.0,23315.0,79.271,13.0,326.41,399.59022556390977,Tuesday,Night
Vasant Kunj,4676.0,42084.0,74.816,13.0,327.32,654.0,Tuesday,Afternoon
Pitampura,2617.0,31404.0,39.255,25.0,157.02,314.0,Sunday,Afternoon
Rohini,1821.0,1821.0,32.778,32.0,91.05,91.0,Sunday,Afternoon
Mayur Vihar,1328.0,2656.0,22.576,35.0,66.4,132.0,Monday,Midnight
Lajpat Nagar,2353.0,23530.0,35.295,28.0,141.18,282.0,Tuesday,Evening
Connaught Place,1616.0,9696.0,25.856,32.0,64.64,64.0,Sunday,Morning
Connaught Place,633.0,4431.0,10.128,40.0,37.98,75.0,Saturday,Midnight
Rohini,515.0,6695.0,8.24,40.0,20.6,41.0,Saturday,Midnight
Lajpat Nagar,4051.0,48612.0,60.765,14.0,283.57,850.0,Thursday,Night
Connaught Place,782.0,10166.0,11.73,39.0,46.92,140.0,Saturday,Midnight
Mayur Vihar,1443.0,20202.0,23.088,34.0,86.58,173.0,Friday,Afternoon
Rohini,2221.0,11105.0,39.978,30.0,133.26,266.0,Saturday,Morning
Dwarka,2867.0,28670.0,51.606,28.0,172.02,399.59022556390977,Tuesday,Evening
Karol Bagh,3481.0,13924.0,59.177,22.0,243.67,731.0,Tuesday,Night
Pitampura,2415.0,16905.0,36.225,29.0,120.75,241.0,Saturday,Morning
Karol Bagh,2850.0,42750.0,45.6,28.0,165.9120510894065,342.0,Wednesday,Evening
Connaught Place,4221.0,33768.0,67.536,15.0,337.68,675.0,Sunday,Night
Pitampura,4100.0,53300.0,61.5,16.0,287.0,574.0,Monday,Night
Vasant Kunj,811.0,5677.0,13.787,37.0,32.44,32.0,Friday,Midnight
Dwarka,1202.0,16828.0,20.434,36.0,72.12,216.0,Tuesday,Midnight
Connaught Place,1386.0,16632.0,24.948,36.0,83.16,166.0,Friday,Afternoon
Rohini,701.0,2103.0,10.515,39.0,165.9120510894065,84.0,Thursday,Midnight
Saket,2841.0,19887.0,42.615,25.0,170.46,511.0,Sunday,Afternoon
Connaught Place,1505.0,15360.0,22.575,31.0,165.9120510894065,270.0,Tuesday,Evening
Vasant Kunj,2564.7330928764654,2628.0,15.768,40.0,52.56,105.0,Wednesday,Afternoon
Dwarka,2564.7330928764654,34032.0,72.318,15.0,297.78,595.0,Thursday,Morning
Rohini,805.0,10465.0,12.88,40.0,48.3,144.0,Monday,Afternoon
Lajpat Nagar,3229.0,16145.0,51.664,21.0,226.03,678.0,Friday,Evening
Lajpat Nagar,4634.0,15360.0,78.778,10.0,370.72,1112.0,Friday,Morning
Mayur Vihar,751.0,3004.0,12.767,39.0,30.04,90.0,Thursday,Afternoon
Mayur Vihar,3585.0,35850.0,57.36,20.0,215.1,645.0,Friday,Morning
Pitampura,4755.0,38040.0,71.325,11.0,332.85,665.0,Saturday,Evening
Dwarka,3962.0,7924.0,71.316,20.0,277.34,554.0,Sunday,Evening
Mayur Vihar,1307.0,16991.0,19.605,35.0,65.35,196.0,Monday,Midnight
Chandni Chowk,2862.0,37206.0,42.05930812030075,25.0,171.72,343.0,Sunday,Afternoon
Pitampura,4918.0,29508.0,88.524,11.0,344.26,1032.0,Thursday,Morning
Saket,1406.0,18278.0,22.496,36.0,56.24,112.0,Thursday,Midnight
Pitampura,3196.0,38352.0,47.94,21.0,191.76,575.0,Friday,Morning
Saket,3200.0,19200.0,57.6,21.0,224.0,448.0,Friday,Night
Rohini,4495.0,53940.0,67.425,16.0,165.9120510894065,943.0,Wednesday,Night
Chandni Chowk,3639.0,18195.0,41.804,17.0,254.73,509.0,Friday,Afternoon
Karol Bagh,3666.0,54990.0,62.322,17.0,219.96,659.0,Saturday,Evening
Pitampura,963.0,5778.0,15.408,40.0,38.52,115.0,Tuesday,Midnight
Chandni Chowk,1933.0,13531.0,28.995,32.0,96.65,289.0,Saturday,Afternoon
Karol Bagh,3380.0,6760.0,54.08,22.0,202.8,608.0,Friday,Morning
Saket,992.0,13888.0,14.88,37.0,49.6,49.0,Friday,Afternoon
Chandni Chowk,2682.0,34866.0,48.276,28.0,187.74,375.0,Sunday,Afternoon
Lajpat Nagar,2557.0,5454.0,9.09,40.0,30.3,90.0,Thursday,Midnight
Pitampura,2235.0,29055.0,35.76,30.0,111.75,111.0,Thursday,Evening
Saket,1583.0,11081.0,25.328,31.0,79.15,79.0,Sunday,Morning
Connaught Place,581.0,1743.0,10.458,39.0,34.86,34.0,Thursday,Afternoon
Karol Bagh,1237.0,1237.0,18.555,26.61385840973997,61.85,123.0,Wednesday,Afternoon
Pitampura,3654.0,14616.0,58.464,18.0,219.24,438.0,Sunday,Evening
Vasant Kunj,878.0,19953.552766085388,13.17,40.0,43.9,87.0,Wednesday,Midnight
Karol Bagh,3832.0,57480.0,61.312,18.0,229.92,459.0,Sunday,Evening
Pitampura,2072.0,16576.0,33.152,30.0,103.6,207.0,Wednesday,Evening
Mayur Vihar,2564.7330928764654,7462.0,41.804,36.0,42.64,127.0,Monday,Midnight
Rohini,2134.0,4268.0,36.278,29.0,165.9120510894065,256.0,Sunday,Afternoon
Karol Bagh,4309.0,21545.0,64.635,16.0,344.72,689.0,Monday,Night
Chandni Chowk,2564.7330928764654,22008.0,41.265,25.0,165.06,495.0,Tuesday,Evening
Rohini,1506.0,18072.0,22.59,31.0,90.36,90.0,Tuesday,Evening
Vasant Kunj,2201.0,19809.0,35.216,28.0,88.04,88.0,Monday,Evening
Vasant Kunj,3886.0,11658.0,66.062,18.0,233.16,699.0,Monday,Night
Dwarka,3274.0,32740.0,52.384,24.0,229.18,399.59022556390977,Tuesday,Morning
Connaught Place,3825.0,26775.0,61.2,20.0,229.5,459.0,Monday,Morning
Vasant Kunj,794.0,8734.0,11.91,26.61385840973997,47.64,95.0,Friday,Afternoon
Dwarka,3055.0,19953.552766085388,54.99,21.0,165.9120510894065,366.0,Friday,Morning
Rohini,4238.0,12714.0,63.57,15.0,296.66,593.0,Monday,Morning
Chandni Chowk,1262.0,18930.0,21.454,35.0,63.1,189.0,Friday,Midnight
Karol Bagh,1020.0,11220.0,16.32,34.0,51.0,51.0,Sunday,Midnight
Rohini,3635.0,25445.0,54.525,19.0,254.45,508.0,Wednesday,Night
Rohini,3906.0,50778.0,66.402,17.0,273.42,820.0,Tuesday,Night
Dwarka,2564.7330928764654,15360.0,58.08,20.0,217.8,653.0,Saturday,Night
Saket,2173.0,28249.0,39.114,26.61385840973997,108.65,399.59022556390977,Thursday,Evening
Chandni Chowk,2131.0,14917.0,34.096,28.0,106.55,106.0,Monday,Evening
Vasant Kunj,3944.0,15360.0,70.992,20.0,236.64,473.0,Saturday,Evening
Connaught Place,4988.0,54868.0,89.784,12.0,349.16,698.0,Thursday,Morning
Connaught Place,1301.0,10408.0,22.117,34.0,52.04,104.0,Tuesday,Afternoon
Saket,1055.0,11605.0,17.935,36.0,52.75,52.0,Thursday,Afternoon
Rohini,3012.0,19953.552766085388,48.192,21.0,180.72,542.0,Thursday,Night
Lajpat Nagar,4198.0,8396.0,75.564,14.0,335.84,1007.0,Friday,Morning
Chandni Chowk,1205.0,18075.0,20.485,34.0,60.25,60.0,Sunday,Midnight
Lajpat Nagar,4820.0,15360.0,77.12,13.0,337.4,1012.0,Monday,Morning
Chandni Chowk,3717.0,40887.0,59.472,20.0,223.02,669.0,Sunday,Evening
Vasant Kunj,1198.0,9584.0,17.97,36.0,47.92,95.0,Sunday,Midnight
Lajpat Nagar,2665.0,37310.0,42.64,25.0,159.9,319.0,Tuesday,Evening
Mayur Vihar,2411.0,24110.0,43.398,29.0,96.44,96.0,Thursday,Evening
Connaught Place,1647.0,1647.0,29.646,26.61385840973997,98.82,98.0,Tuesday,Evening
Saket,3677.0,3677.0,66.186,26.61385840973997,220.62,441.0,Friday,Night
Vasant Kunj,873.0,19953.552766085388,13.968,38.0,52.38,157.0,Tuesday,Midnight
Pitampura,2229.0,33435.0,33.435,30.0,165.9120510894065,267.0,Monday,Evening
Vasant Kunj,2564.7330928764654,37367.0,42.05930812030075,26.61385840973997,203.82,611.0,Sunday,Evening
Saket,831.0,3324.0,14.127,37.0,41.55,124.0,Friday,Midnight
Connaught Place,980.0,1960.0,15.68,26.61385840973997,49.0,147.0,Wednesday,Midnight
Connaught Place,795.0,10335.0,13.515,37.0,47.7,143.0,Thursday,Midnight
Rohini,2875.0,37375.0,48.875,25.0,172.5,517.0,Friday,Morning
Chandni Chowk,3004.0,42056.0,48.064,24.0,210.28,630.0,Saturday,Night
Saket,3537.0,49518.0,60.129,17.0,212.22,424.0,Friday,Night
Rohini,1529.0,19877.0,24.464,33.0,91.74,91.0,Wednesday,Evening
Dwarka,506.0,6072.0,8.096,37.0,20.24,20.0,Tuesday,Afternoon
Chandni Chowk,2564.7330928764654,38616.0,72.405,12.0,337.89,675.0,Saturday,Evening
Dwarka,2210.0,17680.0,35.36,30.0,132.6,397.0,Wednesday,Evening
Karol Bagh,610.0,9150.0,9.76,40.0,24.4,48.0,Friday,Midnight
Pitampura,937.0,10307.0,14.992,37.0,56.22,112.0,Monday,Midnight
Connaught Place,3135.0,37620.0,53.295,21.0,188.1,376.0,Friday,Evening
Pitampura,1020.0,13260.0,16.32,34.0,61.2,61.0,Tuesday,Afternoon
Connaught Place,1402.0,18226.0,21.03,36.0,70.1,210.0,Wednesday,Midnight
Mayur Vihar,736.0,9568.0,11.776,40.0,36.8,73.0,Wednesday,Afternoon
Vasant Kunj,4801.0,24005.0,86.418,13.0,384.08,768.0,Friday,Night
Dwarka,2184.0,24024.0,37.128,29.0,109.2,399.59022556390977,Friday,Evening
Dwarka,1342.0,8052.0,22.814,36.0,80.52,241.0,Monday,Midnight
Saket,3862.0,54068.0,65.654,19.0,270.34,811.0,Sunday,Evening
Karol Bagh,4079.0,44869.0,61.185,16.0,285.53,399.59022556390977,Saturday,Night
Pitampura,1126.0,5630.0,20.268,35.0,67.56,135.0,Tuesday,Afternoon
Dwarka,1564.0,1564.0,25.024,31.0,93.84,93.0,Saturday,Afternoon
Rohini,2840.0,22720.0,48.28,25.0,170.4,511.0,Saturday,Morning
Rohini,2138.0,10690.0,32.07,30.0,106.9,213.0,Monday,Evening
Dwarka,3041.0,6082.0,54.738,21.0,212.87,425.0,Friday,Night
Connaught Place,3320.0,33200.0,49.8,24.0,232.4,464.0,Friday,Night
Rohini,4731.0,47310.0,75.696,26.61385840973997,331.17,662.0,Saturday,Evening
Saket,4502.0,4502.0,72.032,11.0,315.14,945.0,Saturday,Night
Connaught Place,2237.0,31318.0,38.029,30.0,111.85,335.0,Saturday,Afternoon
Rohini,3076.0,36912.0,52.292,24.0,215.32,430.0,Tuesday,Morning
Dwarka,2785.0,36205.0,41.775,27.0,167.1,399.59022556390977,Thursday,Evening
Connaught Place,1889.0,7556.0,28.335,33.0,94.45,188.0,Thursday,Evening
Mayur Vihar,3064.0,9192.0,52.088,21.0,165.9120510894065,428.0,Sunday,Night
Dwarka,3549.0,53235.0,56.784,19.0,212.94,638.0,Tuesday,Morning
Karol Bagh,815.0,1630.0,13.855,40.0,40.75,122.0,Wednesday,Midnight
Connaught Place,2694.0,13470.0,40.41,25.0,188.58,377.0,Thursday,Evening
Mayur Vihar,3840.0,57600.0,61.44,17.0,268.8,537.0,Tuesday,Morning
Dwarka,583.0,4664.0,9.328,39.0,23.32,69.0,Wednesday,Afternoon
Saket,4785.0,9570.0,71.775,12.0,334.95,669.0,Monday,Morning
Saket,3428.0,41136.0,51.42,21.0,205.68,411.0,Sunday,Night
Mayur Vihar,1154.0,15002.0,42.05930812030075,34.0,69.24,69.0,Monday,Midnight
Karol Bagh,2992.0,23936.0,50.864,28.0,209.44,628.0,Wednesday,Evening
Vasant Kunj,3032.0,9096.0,48.512,22.0,212.24,636.0,Sunday,Night
Vasant Kunj,2395.0,16765.0,35.925,28.0,143.7,399.59022556390977,Wednesday,Evening
Connaught Place,4899.0,63687.0,78.384,12.0,391.92,783.0,Thursday,Night
Lajpat Nagar,4036.0,24216.0,60.54,15.0,322.88,645.0,Saturday,Night
Rohini,4152.0,19953.552766085388,70.584,16.0,332.16,664.0,Sunday,Night
Mayur Vihar,1475.0,7375.0,26.55,34.0,59.0,118.0,Thursday,Midnight
Connaught Place,3929.0,23574.0,66.793,17.0,275.03,550.0,Wednesday,Night
Saket,978.0,14670.0,16.626,40.0,48.9,48.0,Thursday,Afternoon
Connaught Place,4860.0,9720.0,42.05930812030075,13.0,340.2,1020.0,Thursday,Night
Lajpat Nagar,1295.0,12950.0,23.31,35.0,77.7,155.0,Wednesday,Afternoon
Dwarka,1023.0,2046.0,18.414,36.0,40.92,399.59022556390977,Thursday,Midnight
Dwarka,1435.0,10045.0,21.525,35.0,71.75,215.0,Wednesday,Afternoon
Pitampura,4857.0,15360.0,72.855,11.0,165.9120510894065,679.0,Thursday,Morning
Vasant Kunj,1264.0,5056.0,20.224,36.0,50.56,101.0,Friday,Afternoon
Connaught Place,1118.0,1118.0,19.006,34.0,67.08,67.0,Thursday,Afternoon
Rohini,3330.0,16650.0,56.61,26.61385840973997,233.1,699.0,Friday,Evening
Chandni Chowk,2564.7330928764654,22088.0,44.176,27.0,165.66,331.0,Wednesday,Evening
Chandni Chowk,606.0,606.0,10.908,38.0,30.3,90.0,Sunday,Midnight
Dwarka,1214.0,15360.0,42.05930812030075,34.0,72.84,145.0,Wednesday,Midnight
Chandni Chowk,2272.0,34080.0,40.896,30.0,90.88,90.0,Thursday,Evening
Connaught Place,4113.0,57582.0,74.034,15.0,287.91,575.0,Thursday,Morning
Karol Bagh,1011.0,10110.0,18.198,35.0,60.66,121.0,Wednesday,Afternoon
Pitampura,2543.0,10172.0,43.231,25.0,152.58,305.0,Tuesday,Evening
Dwarka,806.0,5642.0,14.508,39.0,40.3,40.0,Saturday,Midnight
Lajpat Nagar,3838.0,23028.0,65.246,18.0,268.66,805.0,Wednesday,Night
Rohini,1462.0,20468.0,21.93,36.0,73.1,73.0,Saturday,Midnight
Karol Bagh,3119.0,15595.0,46.785,21.0,187.14,561.0,Friday,Morning
Mayur Vihar,1129.0,4516.0,16.935,35.0,67.74,203.0,Thursday,Afternoon
Saket,3616.0,21696.0,65.088,19.0,253.12,506.0,Friday,Night
Connaught Place,3090.0,21630.0,49.44,22.0,216.3,432.0,Monday,Morning
Lajpat Nagar,829.0,1658.0,13.264,40.0,49.74,99.0,Friday,Afternoon
Saket,2564.7330928764654,39816.0,56.406,23.0,199.08,597.0,Friday,Evening
Connaught Place,4715.0,14145.0,75.44,10.0,377.2,754.0,Tuesday,Afternoon
Karol Bagh,995.0,6965.0,16.915,37.0,59.7,179.0,Thursday,Afternoon
Rohini,4320.0,64800.0,77.76,15.0,345.6,691.0,Thursday,Night
Mayur Vihar,3062.0,3062.0,48.992,24.0,183.72,551.0,Tuesday,Night
Connaught Place,1347.0,18858.0,22.899,35.0,67.35,202.0,Friday,Afternoon
Karol Bagh,4727.0,9454.0,80.359,11.0,378.16,756.0,Wednesday,Morning
Pitampura,3603.0,21618.0,61.251,20.0,216.18,432.0,Friday,Night
Dwarka,1758.0,21096.0,29.886,31.0,105.48,105.0,Saturday,Afternoon
Karol Bagh,2786.0,13930.0,41.79,27.0,167.16,501.0,Sunday,Morning
Lajpat Nagar,1513.0,16643.0,27.234,33.0,75.65,151.0,Sunday,Morning
Dwarka,1041.0,12492.0,15.615,35.0,62.46,187.0,Friday,Midnight
Chandni Chowk,3334.0,20004.0,60.012,21.0,233.38,351.0,Sunday,Evening
Karol Bagh,634.0,634.0,10.778,39.0,31.7,31.0,Friday,Midnight
Saket,2579.0,28369.0,46.422,27.0,154.74,309.0,Monday,Evening
Saket,4742.0,42678.0,71.13,11.0,379.36,1138.0,Saturday,Evening
Vasant Kunj,1000.0,1000.0,18.0,40.0,60.0,180.0,Friday,Afternoon
Dwarka,4366.0,17464.0,78.588,16.0,349.28,698.0,Sunday,Night
Connaught Place,518.0,6734.0,8.806,38.0,25.9,25.0,Friday,Afternoon
Rohini,2564.7330928764654,19348.0,42.05930812030075,13.0,386.96,1160.0,Friday,Morning
Karol Bagh,1474.0,5896.0,26.532,36.0,58.96,176.0,Tuesday,Afternoon
Vasant Kunj,3783.0,52962.0,60.528,20.0,264.81,529.0,Saturday,Night
Dwarka,1499.0,20986.0,26.982,26.61385840973997,89.94,89.0,Friday,Midnight
Connaught Place,4855.0,24275.0,42.05930812030075,10.0,388.4,1165.0,Friday,Evening
Dwarka,2881.0,11524.0,48.977,25.0,172.86,518.0,Tuesday,Evening
Rohini,857.0,5999.0,15.426,38.0,51.42,51.0,Wednesday,Afternoon
Pitampura,1666.0,13328.0,24.99,33.0,83.3,166.0,Tuesday,Evening
Vasant Kunj,1196.0,19953.552766085388,19.136,36.0,47.84,95.0,Wednesday,Midnight
Saket,1843.0,3686.0,33.174,32.0,73.72,399.59022556390977,Sunday,Morning
Karol Bagh,3123.0,34353.0,46.845,22.0,187.38,374.0,Tuesday,Night
Dwarka,1389.0,13890.0,20.835,34.0,165.9120510894065,208.0,Sunday,Midnight
Pitampura,4738.0,42642.0,80.546,13.0,331.66,994.0,Tuesday,Afternoon
Saket,4379.0,26274.0,74.443,26.61385840973997,306.53,613.0,Tuesday,Night
Chandni Chowk,2520.0,20160.0,40.32,25.0,151.2,302.0,Sunday,Afternoon
Chandni Chowk,2135.0,17080.0,34.16,28.0,106.75,106.0,Monday,Evening
Saket,2439.0,29268.0,39.024,30.0,97.56,292.0,Saturday,Morning
Chandni Chowk,1320.0,1320.0,21.12,36.0,52.8,52.0,Wednesday,Midnight
Karol Bagh,1088.0,6528.0,17.408,36.0,65.28,130.0,Wednesday,Midnight
Connaught Place,3050.0,18300.0,54.9,26.61385840973997,213.5,427.0,Tuesday,Night
Lajpat Nagar,2290.0,20610.0,42.05930812030075,29.0,91.6,183.0,Saturday,Afternoon
Dwarka,2822.0,36686.0,47.974,26.0,169.32,338.0,Wednesday,Evening
Rohini,1102.0,12122.0,19.836,36.0,66.12,198.0,Sunday,Midnight
Vasant Kunj,4645.0,65030.0,69.675,12.0,325.15,650.0,Thursday,Morning
Karol Bagh,944.0,5664.0,15.104,26.61385840973997,37.76,37.0,Thursday,Afternoon
Karol Bagh,3107.0,34177.0,49.712,23.0,186.42,372.0,Friday,Evening
Connaught Place,1735.0,19953.552766085388,26.025,33.0,86.75,86.0,Saturday,Afternoon
Vasant Kunj,850.0,11050.0,14.45,39.0,34.0,34.0,Wednesday,Midnight
Vasant Kunj,566.0,1698.0,9.056,38.0,28.3,28.0,Tuesday,Afternoon
Dwarka,1137.0,3411.0,19.329,36.0,68.22,204.0,Friday,Afternoon
Lajpat Nagar,1367.0,8202.0,23.239,35.0,54.68,54.0,Monday,Afternoon
Vasant Kunj,2564.7330928764654,7096.0,30.158,33.0,70.96,141.0,Thursday,Evening
Lajpat Nagar,4270.0,38430.0,42.05930812030075,16.0,298.9,896.0,Sunday,Afternoon
Connaught Place,4518.0,54216.0,42.05930812030075,11.0,316.26,632.0,Sunday,Night
Rohini,2790.0,27900.0,44.64,26.0,167.4,334.0,Sunday,Afternoon
Dwarka,3938.0,27566.0,59.07,26.61385840973997,275.66,551.0,Sunday,Evening
Connaught Place,3528.0,17640.0,56.448,19.0,246.96,493.0,Saturday,Evening
Chandni Chowk,943.0,9430.0,41.804,38.0,47.15,141.0,Wednesday,Midnight
Lajpat Nagar,3460.0,27680.0,55.36,21.0,242.2,726.0,Thursday,Night
Mayur Vihar,1382.0,1382.0,20.73,36.0,55.28,55.0,Saturday,Midnight
Chandni Chowk,926.0,9260.0,15.742,37.0,46.3,92.0,Sunday,Midnight
Chandni Chowk,2929.0,11716.0,49.793,25.0,205.03,615.0,Saturday,Afternoon
Saket,4068.0,19953.552766085388,65.088,14.0,325.44,650.0,Saturday,Evening
Lajpat Nagar,3221.0,9663.0,57.978,24.0,193.26,579.0,Saturday,Evening
Rohini,4403.0,48433.0,74.851,14.0,352.24,1056.0,Thursday,Night
Chandni Chowk,4970.0,19953.552766085388,89.46,11.0,397.6,795.0,Friday,Evening
Connaught Place,3641.0,7282.0,54.615,17.0,218.46,436.0,Friday,Morning
Pitampura,4577.0,50347.0,73.232,10.0,366.16,732.0,Friday,Morning
Vasant Kunj,1099.0,10990.0,19.782,36.0,165.9120510894065,54.0,Sunday,Afternoon
Lajpat Nagar,2602.0,2602.0,46.836,26.61385840973997,156.12,468.0,Sunday,Afternoon
Rohini,3667.0,33003.0,66.006,19.0,220.02,440.0,Tuesday,Night
Connaught Place,3004.0,19953.552766085388,54.072,24.0,210.28,420.0,Sunday,Night
Rohini,3176.0,28584.0,53.992,22.0,190.56,571.0,Monday,Morning
Karol Bagh,1504.0,10528.0,24.064,33.0,90.24,180.0,Sunday,Afternoon
Lajpat Nagar,3206.0,44884.0,57.708,24.0,192.36,384.0,Friday,Morning
Karol Bagh,521.0,4168.0,41.804,39.0,31.26,62.0,Friday,Afternoon
Vasant Kunj,2924.0,35088.0,46.784,26.61385840973997,204.68,399.59022556390977,Saturday,Afternoon
Rohini,4216.0,59024.0,75.888,28.0,295.12,590.0,Friday,Night
Mayur Vihar,576.0,7488.0,10.368,39.0,34.56,34.0,Thursday,Afternoon
Connaught Place,3683.0,44196.0,58.928,17.0,220.98,441.0,Wednesday,Morning
Chandni Chowk,3577.0,39347.0,64.386,19.0,250.39,500.0,Tuesday,Night
Pitampura,4204.0,21020.0,75.672,16.0,294.28,882.0,Wednesday,Night
Saket,3882.0,38820.0,65.994,17.0,232.92,465.0,Thursday,Morning
Vasant Kunj,1291.0,3873.0,20.656,34.0,51.64,103.0,Friday,Midnight
Pitampura,3057.0,15285.0,51.969,21.0,183.42,550.0,Thursday,Morning
Vasant Kunj,3803.0,19015.0,57.045,19.0,228.18,684.0,Monday,Morning
Connaught Place,2715.0,19953.552766085388,42.05930812030075,28.0,162.9,399.59022556390977,Sunday,Afternoon
Lajpat Nagar,3190.0,15950.0,57.42,23.0,223.3,446.0,Tuesday,Morning
Rohini,3759.0,41349.0,67.662,18.0,263.13,789.0,Wednesday,Morning
Chandni Chowk,1460.0,13140.0,26.28,35.0,58.4,175.0,Thursday,Midnight
Vasant Kunj,4788.0,23940.0,42.05930812030075,13.0,165.9120510894065,766.0,Friday,Night
Mayur Vihar,1406.0,7030.0,23.902,36.0,70.3,70.0,Friday,Midnight
Pitampura,1849.0,1849.0,29.584,33.0,92.45,277.0,Sunday,Morning
Dwarka,3209.0,6418.0,57.762,23.0,224.63,399.59022556390977,Friday,Evening
Lajpat Nagar,2564.7330928764654,54408.0,77.078,12.0,317.38,952.0,Friday,Evening
Saket,3749.0,44988.0,56.235,17.0,224.94,674.0,Monday,Morning
Karol Bagh,3080.0,40040.0,49.28,23.0,215.6,646.0,Sunday,Night
